chrom	start	end
chr1	53475000	54475000
chr1	53675000	54675000
chr1	53875000	54875000
chr1	54075000	55075000
chr1	54275000	55275000
chr1	54475000	55475000
chr1	54675000	55675000
chr1	54875000	55875000
chr1	55075000	56075000
chr1	55275000	56275000
chr1	55475000	56475000
chr1	55675000	56675000
chr1	55875000	56875000
chr1	56075000	57075000
chr1	56275000	57275000
chr1	56475000	57475000
chr1	56675000	57675000
chr1	56875000	57875000
chr1	57075000	58075000
chr1	57275000	58275000
chr1	57475000	58475000
chr1	57675000	58675000
chr1	57875000	58875000
chr1	58075000	59075000
chr1	58275000	59275000
chr1	58475000	59475000
chr1	58675000	59675000
chr1	58875000	59875000
chr1	59075000	60075000
chr1	59275000	60275000
chr1	59475000	60475000
chr1	59675000	60675000
chr1	59875000	60875000
chr1	60075000	61075000
chr1	60275000	61275000
chr1	60475000	61475000
chr1	60675000	61675000
chr1	60875000	61875000
chr1	61075000	62075000
chr1	61275000	62275000
chr1	61475000	62475000
chr1	61675000	62675000
chr1	61875000	62875000
chr1	62075000	63075000
chr1	62275000	63275000
chr1	62475000	63475000
chr1	62675000	63675000
chr1	62875000	63875000
chr1	63075000	64075000
chr1	63275000	64275000
chr1	63475000	64475000
chr1	63675000	64675000
chr1	63875000	64875000
chr1	64075000	65075000
chr1	64275000	65275000
chr1	64475000	65475000
chr1	64675000	65675000
chr1	64875000	65875000
chr1	65075000	66075000
chr1	65275000	66275000
chr1	65475000	66475000
chr1	65675000	66675000
chr1	65875000	66875000
chr1	66075000	67075000
chr1	66275000	67275000
chr1	66475000	67475000
chr1	66675000	67675000
chr1	66875000	67875000
chr1	67075000	68075000
chr1	67275000	68275000
chr1	67475000	68475000
chr1	67675000	68675000
chr1	67875000	68875000
chr1	68075000	69075000
chr1	68275000	69275000
chr1	68475000	69475000
chr1	68675000	69675000
chr1	68875000	69875000
chr1	69075000	70075000
chr1	69275000	70275000
chr1	69475000	70475000
chr1	69675000	70675000
chr1	69875000	70875000
chr1	70075000	71075000
chr1	70275000	71275000
chr1	70475000	71475000
chr1	70675000	71675000
chr1	70875000	71875000
chr1	71075000	72075000
chr1	72375000	73375000
chr1	72575000	73575000
chr1	72775000	73775000
chr1	72975000	73975000
chr1	73175000	74175000
chr1	73375000	74375000
chr1	73575000	74575000
chr1	73775000	74775000
chr1	73975000	74975000
chr1	74175000	75175000
chr1	74375000	75375000
chr1	74575000	75575000
chr1	74775000	75775000
chr1	74975000	75975000
chr1	75175000	76175000
chr1	75375000	76375000
chr1	75575000	76575000
chr1	75775000	76775000
chr1	75975000	76975000
chr1	76175000	77175000
chr1	76375000	77375000
chr1	76575000	77575000
chr1	76775000	77775000
chr1	76975000	77975000
chr1	77175000	78175000
chr1	77375000	78375000
chr1	77575000	78575000
chr1	77775000	78775000
chr1	77975000	78975000
chr1	78175000	79175000
chr1	78375000	79375000
chr1	78575000	79575000
chr1	78775000	79775000
chr1	78975000	79975000
chr1	79175000	80175000
chr1	79375000	80375000
chr1	79575000	80575000
chr1	79775000	80775000
chr1	80968750	81968750
chr1	81168750	82168750
chr1	81368750	82368750
chr1	81568750	82568750
chr1	81768750	82768750
chr1	81968750	82968750
chr1	82168750	83168750
chr1	84062500	85062500
chr1	84262500	85262500
chr1	84462500	85462500
chr1	84662500	85662500
chr1	84862500	85862500
chr1	85062500	86062500
chr1	85262500	86262500
chr1	85462500	86462500
chr1	86718750	87718750
chr1	86918750	87918750
chr1	87118750	88118750
chr1	87318750	88318750
chr1	87518750	88518750
chr1	87718750	88718750
chr1	87918750	88918750
chr1	88118750	89118750
chr1	88318750	89318750
chr1	88518750	89518750
chr1	88718750	89718750
chr1	88918750	89918750
chr1	89118750	90118750
chr1	89318750	90318750
chr1	89518750	90518750
chr1	89718750	90718750
chr1	89918750	90918750
chr1	90118750	91118750
chr1	90318750	91318750
chr1	90518750	91518750
chr1	90718750	91718750
chr1	90918750	91918750
chr1	91118750	92118750
chr1	91318750	92318750
chr1	91518750	92518750
chr1	91718750	92718750
chr1	91918750	92918750
chr1	92118750	93118750
chr1	92318750	93318750
chr1	92518750	93518750
chr1	92718750	93718750
chr1	92918750	93918750
chr1	93118750	94118750
chr1	93318750	94318750
chr1	93518750	94518750
chr1	93718750	94718750
chr1	93918750	94918750
chr1	94118750	95118750
chr1	94318750	95318750
chr1	94518750	95518750
chr1	94718750	95718750
chr1	94918750	95918750
chr1	95118750	96118750
chr1	95318750	96318750
chr1	95518750	96518750
chr1	95718750	96718750
chr1	95918750	96918750
chr1	96118750	97118750
chr1	96318750	97318750
chr1	96518750	97518750
chr1	96718750	97718750
chr1	96918750	97918750
chr1	97118750	98118750
chr1	97318750	98318750
chr1	97518750	98518750
chr1	97718750	98718750
chr1	97918750	98918750
chr1	98118750	99118750
chr1	98318750	99318750
chr1	98518750	99518750
chr1	98718750	99718750
chr1	98918750	99918750
chr1	99118750	100118750
chr1	99318750	100318750
chr1	99518750	100518750
chr1	99718750	100718750
chr1	99918750	100918750
chr1	100118750	101118750
chr1	100318750	101318750
chr1	100518750	101518750
chr1	100718750	101718750
chr1	100918750	101918750
chr1	101118750	102118750
chr1	101318750	102318750
chr1	101518750	102518750
chr1	101718750	102718750
chr1	101918750	102918750
chr1	102118750	103118750
chr1	102318750	103318750
chr1	103875000	104875000
chr1	104075000	105075000
chr1	104275000	105275000
chr1	104475000	105475000
chr1	104675000	105675000
chr1	104875000	105875000
chr1	105075000	106075000
chr1	105275000	106275000
chr1	105475000	106475000
chr1	105675000	106675000
chr1	105875000	106875000
chr1	106075000	107075000
chr1	106275000	107275000
chr1	106475000	107475000
chr1	106675000	107675000
chr1	106875000	107875000
chr1	107075000	108075000
chr1	108500000	109500000
chr1	108700000	109700000
chr1	108900000	109900000
chr1	109100000	110100000
chr1	109300000	110300000
chr1	109500000	110500000
chr1	109700000	110700000
chr1	109900000	110900000
chr1	110100000	111100000
chr1	110300000	111300000
chr1	110500000	111500000
chr1	110700000	111700000
chr1	110900000	111900000
chr1	111100000	112100000
chr1	111300000	112300000
chr1	111500000	112500000
chr1	111700000	112700000
chr1	111900000	112900000
chr1	112100000	113100000
chr1	112300000	113300000
chr1	112500000	113500000
chr1	112700000	113700000
chr1	112900000	113900000
chr1	113100000	114100000
chr1	113300000	114300000
chr1	113500000	114500000
chr1	113700000	114700000
chr1	113900000	114900000
chr1	114100000	115100000
chr1	114300000	115300000
chr1	114500000	115500000
chr1	114700000	115700000
chr1	114900000	115900000
chr1	115100000	116100000
chr1	115300000	116300000
chr1	115500000	116500000
chr1	115700000	116700000
chr1	115900000	116900000
chr1	116100000	117100000
chr1	116300000	117300000
chr1	116500000	117500000
chr1	116700000	117700000
chr1	116900000	117900000
chr1	117100000	118100000
chr1	117300000	118300000
chr1	117500000	118500000
chr1	117700000	118700000
chr1	117900000	118900000
chr1	118100000	119100000
chr1	118300000	119300000
chr1	118500000	119500000
chr1	118700000	119700000
chr1	149875000	150875000
chr1	150075000	151075000
chr1	150275000	151275000
chr1	150475000	151475000
chr1	150675000	151675000
chr1	150875000	151875000
chr1	151075000	152075000
chr1	151275000	152275000
chr1	151475000	152475000
chr1	152812500	153812500
chr1	153012500	154012500
chr1	153212500	154212500
chr1	153412500	154412500
chr1	153612500	154612500
chr1	153812500	154812500
chr1	154012500	155012500
chr1	154212500	155212500
chr1	154412500	155412500
chr1	154612500	155612500
chr1	154812500	155812500
chr1	155012500	156012500
chr1	155212500	156212500
chr1	155412500	156412500
chr1	155612500	156612500
chr1	155812500	156812500
chr1	156012500	157012500
chr1	156212500	157212500
chr1	156412500	157412500
chr1	156612500	157612500
chr1	156812500	157812500
chr1	157012500	158012500
chr1	157212500	158212500
chr1	157412500	158412500
chr1	157612500	158612500
chr1	157812500	158812500
chr1	158012500	159012500
chr1	158212500	159212500
chr1	158412500	159412500
chr1	158612500	159612500
chr1	158812500	159812500
chr1	159012500	160012500
chr1	159212500	160212500
chr1	159412500	160412500
chr1	159612500	160612500
chr1	159812500	160812500
chr1	160012500	161012500
chr1	160212500	161212500
chr1	161687500	162687500
chr1	161887500	162887500
chr1	162087500	163087500
chr1	162287500	163287500
chr1	162487500	163487500
chr1	162687500	163687500
chr1	162887500	163887500
chr1	163087500	164087500
chr1	163287500	164287500
chr1	163487500	164487500
chr1	163687500	164687500
chr1	163887500	164887500
chr1	164087500	165087500
chr1	164287500	165287500
chr1	164487500	165487500
chr1	164687500	165687500
chr1	164887500	165887500
chr1	165087500	166087500
chr1	165287500	166287500
chr1	165487500	166487500
chr1	165687500	166687500
chr1	165887500	166887500
chr1	166087500	167087500
chr1	166287500	167287500
chr1	166487500	167487500
chr1	166687500	167687500
chr1	166887500	167887500
chr1	167087500	168087500
chr1	167287500	168287500
chr1	167487500	168487500
chr1	167687500	168687500
chr1	167887500	168887500
chr1	168087500	169087500
chr1	168287500	169287500
chr1	168487500	169487500
chr1	168687500	169687500
chr1	168887500	169887500
chr1	169087500	170087500
chr1	169287500	170287500
chr1	169487500	170487500
chr1	169687500	170687500
chr1	169887500	170887500
chr1	170087500	171087500
chr1	170287500	171287500
chr1	170487500	171487500
chr1	170687500	171687500
chr1	170887500	171887500
chr1	171087500	172087500
chr1	171287500	172287500
chr1	171487500	172487500
chr1	171687500	172687500
chr1	171887500	172887500
chr1	172087500	173087500
chr1	172287500	173287500
chr1	172487500	173487500
chr1	172687500	173687500
chr1	172887500	173887500
chr1	173087500	174087500
chr1	173287500	174287500
chr1	173487500	174487500
chr1	173687500	174687500
chr1	173887500	174887500
chr1	174087500	175087500
chr1	174287500	175287500
chr1	174487500	175487500
chr1	174687500	175687500
chr1	174887500	175887500
chr1	175087500	176087500
chr1	175287500	176287500
chr1	175487500	176487500
chr1	175687500	176687500
chr1	175887500	176887500
chr1	176087500	177087500
chr1	176287500	177287500
chr1	176487500	177487500
chr1	176687500	177687500
chr1	176887500	177887500
chr1	177087500	178087500
chr1	177287500	178287500
chr1	177487500	178487500
chr1	177687500	178687500
chr1	177887500	178887500
chr1	178087500	179087500
chr1	178287500	179287500
chr1	178487500	179487500
chr1	178687500	179687500
chr1	178887500	179887500
chr1	179087500	180087500
chr1	179287500	180287500
chr1	179487500	180487500
chr1	179687500	180687500
chr1	179887500	180887500
chr1	180087500	181087500
chr1	180287500	181287500
chr1	180487500	181487500
chr1	180687500	181687500
chr1	180887500	181887500
chr1	181087500	182087500
chr1	181287500	182287500
chr1	181487500	182487500
chr1	181687500	182687500
chr1	181887500	182887500
chr1	182087500	183087500
chr1	182287500	183287500
chr1	182487500	183487500
chr1	182687500	183687500
chr1	182887500	183887500
chr1	183087500	184087500
chr1	183287500	184287500
chr1	183487500	184487500
chr1	183687500	184687500
chr1	183887500	184887500
chr1	184087500	185087500
chr1	184287500	185287500
chr1	184487500	185487500
chr1	184687500	185687500
chr1	184887500	185887500
chr1	185087500	186087500
chr1	185287500	186287500
chr1	185487500	186487500
chr1	185687500	186687500
chr1	185887500	186887500
chr1	186087500	187087500
chr1	187375000	188375000
chr1	187575000	188575000
chr1	187775000	188775000
chr1	187975000	188975000
chr1	188175000	189175000
chr1	188375000	189375000
chr1	188575000	189575000
chr1	190750000	191750000
chr1	190950000	191950000
chr1	191150000	192150000
chr1	191350000	192350000
chr1	191550000	192550000
chr1	191750000	192750000
chr1	191950000	192950000
chr1	192150000	193150000
chr1	192350000	193350000
chr1	192550000	193550000
chr1	192750000	193750000
chr1	192950000	193950000
chr1	193150000	194150000
chr1	193350000	194350000
chr1	193550000	194550000
chr1	193750000	194750000
chr1	193950000	194950000
chr1	194150000	195150000
chr1	194350000	195350000
chr1	194550000	195550000
chr1	194750000	195750000
chr1	194950000	195950000
chr1	196875000	197875000
chr1	197075000	198075000
chr1	197275000	198275000
chr1	197475000	198475000
chr1	197675000	198675000
chr1	197875000	198875000
chr1	198075000	199075000
chr1	198275000	199275000
chr1	198475000	199475000
chr1	198675000	199675000
chr1	198875000	199875000
chr1	199075000	200075000
chr1	199275000	200275000
chr1	199475000	200475000
chr1	199675000	200675000
chr1	199875000	200875000
chr1	200075000	201075000
chr1	200275000	201275000
chr1	200475000	201475000
chr1	200675000	201675000
chr1	200875000	201875000
chr1	201075000	202075000
chr1	201275000	202275000
chr1	201475000	202475000
chr1	201675000	202675000
chr1	201875000	202875000
chr1	202075000	203075000
chr1	202275000	203275000
chr1	202475000	203475000
chr1	202675000	203675000
chr1	202875000	203875000
chr1	203075000	204075000
chr1	203275000	204275000
chr1	203475000	204475000
chr1	203675000	204675000
chr1	203875000	204875000
chr1	204075000	205075000
chr1	204275000	205275000
chr1	204475000	205475000
chr1	204675000	205675000
chr1	204875000	205875000
chr1	205075000	206075000
chr1	207562500	208562500
chr1	207762500	208762500
chr1	207962500	208962500
chr1	208162500	209162500
chr1	208362500	209362500
chr1	208562500	209562500
chr1	208762500	209762500
chr1	208962500	209962500
chr1	209162500	210162500
chr1	209362500	210362500
chr1	209562500	210562500
chr1	209762500	210762500
chr1	209962500	210962500
chr1	210162500	211162500
chr1	210362500	211362500
chr1	210562500	211562500
chr1	210762500	211762500
chr1	210962500	211962500
chr1	211162500	212162500
chr1	211362500	212362500
chr1	211562500	212562500
chr1	211762500	212762500
chr1	211962500	212962500
chr1	212162500	213162500
chr1	212362500	213362500
chr1	212562500	213562500
chr1	212762500	213762500
chr1	212962500	213962500
chr1	213162500	214162500
chr1	213362500	214362500
chr1	213562500	214562500
chr1	213762500	214762500
chr1	213962500	214962500
chr1	214162500	215162500
chr1	214362500	215362500
chr1	214562500	215562500
chr1	214762500	215762500
chr1	214962500	215962500
chr1	215162500	216162500
chr1	215362500	216362500
chr1	215562500	216562500
chr1	215762500	216762500
chr1	215962500	216962500
chr1	216162500	217162500
chr1	216362500	217362500
chr1	216562500	217562500
chr1	216762500	217762500
chr1	216962500	217962500
chr1	217162500	218162500
chr1	217362500	218362500
chr1	217562500	218562500
chr1	217762500	218762500
chr1	217962500	218962500
chr1	218162500	219162500
chr1	218362500	219362500
chr1	218562500	219562500
chr1	218762500	219762500
chr1	218962500	219962500
chr1	219162500	220162500
chr1	219362500	220362500
chr1	219562500	220562500
chr1	219762500	220762500
chr1	219962500	220962500
chr1	220162500	221162500
chr1	220362500	221362500
chr1	220562500	221562500
chr1	220762500	221762500
chr1	220962500	221962500
chr1	221162500	222162500
chr1	221362500	222362500
chr1	221562500	222562500
chr1	221762500	222762500
chr1	221962500	222962500
chr1	222162500	223162500
chr1	223968750	224968750
chr1	224168750	225168750
chr1	224368750	225368750
chr1	224568750	225568750
chr1	224768750	225768750
chr1	224968750	225968750
chr1	225168750	226168750
chr1	225368750	226368750
chr1	225568750	226568750
chr1	225768750	226768750
chr1	225968750	226968750
chr1	226168750	227168750
chr1	226368750	227368750
chr1	226568750	227568750
chr1	226768750	227768750
chr1	226968750	227968750
chr1	227168750	228168750
chr1	227368750	228368750
chr1	228656250	229656250
chr1	228856250	229856250
chr1	229056250	230056250
chr1	229256250	230256250
chr1	229456250	230456250
chr1	229656250	230656250
chr1	229856250	230856250
chr1	230056250	231056250
chr1	230256250	231256250
chr1	230456250	231456250
chr1	230656250	231656250
chr1	230856250	231856250
chr1	231056250	232056250
chr1	231256250	232256250
chr1	231456250	232456250
chr1	231656250	232656250
chr1	231856250	232856250
chr1	232056250	233056250
chr1	232256250	233256250
chr1	232456250	233456250
chr1	232656250	233656250
chr1	232856250	233856250
chr1	233056250	234056250
chr1	233256250	234256250
chr1	233456250	234456250
chr1	233656250	234656250
chr1	233856250	234856250
chr1	234056250	235056250
chr1	234256250	235256250
chr1	234456250	235456250
chr1	234656250	235656250
chr1	234856250	235856250
chr1	235056250	236056250
chr1	235256250	236256250
chr1	235456250	236456250
chr1	235656250	236656250
chr1	235856250	236856250
chr1	236056250	237056250
chr1	236256250	237256250
chr1	236456250	237456250
chr1	236656250	237656250
chr1	236856250	237856250
chr1	237056250	238056250
chr1	237256250	238256250
chr1	237456250	238456250
chr1	237656250	238656250
chr1	237856250	238856250
chr1	238056250	239056250
chr1	238256250	239256250
chr1	239656250	240656250
chr1	239856250	240856250
chr1	240056250	241056250
chr1	240256250	241256250
chr1	240456250	241456250
chr1	240656250	241656250
chr1	240856250	241856250
chr1	241056250	242056250
chr1	241256250	242256250
chr1	241456250	242456250
chr1	241656250	242656250
chr1	241856250	242856250
chr1	243062500	244062500
chr1	243262500	244262500
chr1	243462500	244462500
chr1	243662500	244662500
chr1	243862500	244862500
chr1	244062500	245062500
chr1	244262500	245262500
chr1	244462500	245462500
chr1	244662500	245662500
chr1	244862500	245862500
chr1	245062500	246062500
chr1	245262500	246262500
chr1	245462500	246462500
chr1	245662500	246662500
chr1	245862500	246862500
chr1	246062500	247062500
chr1	246262500	247262500
chr1	246462500	247462500
chr1	246662500	247662500
chr1	246862500	247862500
chr1	247062500	248062500
chr1	247262500	248262500
chr2	31250	1031250
chr2	231250	1231250
chr2	1562500	2562500
chr2	1762500	2762500
chr2	1962500	2962500
chr2	2162500	3162500
chr2	2362500	3362500
chr2	2562500	3562500
chr2	2762500	3762500
chr2	2962500	3962500
chr2	3162500	4162500
chr2	3362500	4362500
chr2	3562500	4562500
chr2	4750000	5750000
chr2	4950000	5950000
chr2	5150000	6150000
chr2	5350000	6350000
chr2	5550000	6550000
chr2	5750000	6750000
chr2	5950000	6950000
chr2	6150000	7150000
chr2	6350000	7350000
chr2	6550000	7550000
chr2	6750000	7750000
chr2	6950000	7950000
chr2	7150000	8150000
chr2	7350000	8350000
chr2	7550000	8550000
chr2	7750000	8750000
chr2	7950000	8950000
chr2	8150000	9150000
chr2	8350000	9350000
chr2	8550000	9550000
chr2	8750000	9750000
chr2	8950000	9950000
chr2	9150000	10150000
chr2	9350000	10350000
chr2	9550000	10550000
chr2	9750000	10750000
chr2	9950000	10950000
chr2	10150000	11150000
chr2	10350000	11350000
chr2	10550000	11550000
chr2	10750000	11750000
chr2	10950000	11950000
chr2	11150000	12150000
chr2	11350000	12350000
chr2	11550000	12550000
chr2	11750000	12750000
chr2	11950000	12950000
chr2	12150000	13150000
chr2	12350000	13350000
chr2	12550000	13550000
chr2	12750000	13750000
chr2	12950000	13950000
chr2	13150000	14150000
chr2	13350000	14350000
chr2	13550000	14550000
chr2	13750000	14750000
chr2	13950000	14950000
chr2	14150000	15150000
chr2	14350000	15350000
chr2	14550000	15550000
chr2	14750000	15750000
chr2	14950000	15950000
chr2	15150000	16150000
chr2	15350000	16350000
chr2	15550000	16550000
chr2	15750000	16750000
chr2	15950000	16950000
chr2	16150000	17150000
chr2	16350000	17350000
chr2	16550000	17550000
chr2	16750000	17750000
chr2	16950000	17950000
chr2	17150000	18150000
chr2	17350000	18350000
chr2	17550000	18550000
chr2	17750000	18750000
chr2	17950000	18950000
chr2	18150000	19150000
chr2	18350000	19350000
chr2	18550000	19550000
chr2	18750000	19750000
chr2	18950000	19950000
chr2	19150000	20150000
chr2	19350000	20350000
chr2	19550000	20550000
chr2	19750000	20750000
chr2	19950000	20950000
chr2	20150000	21150000
chr2	20350000	21350000
chr2	20550000	21550000
chr2	20750000	21750000
chr2	20950000	21950000
chr2	21150000	22150000
chr2	21350000	22350000
chr2	21550000	22550000
chr2	21750000	22750000
chr2	21950000	22950000
chr2	22150000	23150000
chr2	22350000	23350000
chr2	22550000	23550000
chr2	22750000	23750000
chr2	22950000	23950000
chr2	23150000	24150000
chr2	23350000	24350000
chr2	23550000	24550000
chr2	23750000	24750000
chr2	23950000	24950000
chr2	24150000	25150000
chr2	24350000	25350000
chr2	24550000	25550000
chr2	24750000	25750000
chr2	24950000	25950000
chr2	25150000	26150000
chr2	25350000	26350000
chr2	25550000	26550000
chr2	25750000	26750000
chr2	25950000	26950000
chr2	26150000	27150000
chr2	26350000	27350000
chr2	26550000	27550000
chr2	26750000	27750000
chr2	26950000	27950000
chr2	27150000	28150000
chr2	27350000	28350000
chr2	27550000	28550000
chr2	27750000	28750000
chr2	27950000	28950000
chr2	28150000	29150000
chr2	28350000	29350000
chr2	28550000	29550000
chr2	28750000	29750000
chr2	28950000	29950000
chr2	29150000	30150000
chr2	29350000	30350000
chr2	29550000	30550000
chr2	29750000	30750000
chr2	29950000	30950000
chr2	30150000	31150000
chr2	30350000	31350000
chr2	30550000	31550000
chr2	30750000	31750000
chr2	30950000	31950000
chr2	31150000	32150000
chr2	31350000	32350000
chr2	31550000	32550000
chr2	31750000	32750000
chr2	31950000	32950000
chr2	32150000	33150000
chr2	32350000	33350000
chr2	32550000	33550000
chr2	32750000	33750000
chr2	32950000	33950000
chr2	33150000	34150000
chr2	33350000	34350000
chr2	33550000	34550000
chr2	33750000	34750000
chr2	33950000	34950000
chr2	34150000	35150000
chr2	34350000	35350000
chr2	34550000	35550000
chr2	34750000	35750000
chr2	35781250	36781250
chr2	35981250	36981250
chr2	36181250	37181250
chr2	36381250	37381250
chr2	36581250	37581250
chr2	36781250	37781250
chr2	36981250	37981250
chr2	37181250	38181250
chr2	37381250	38381250
chr2	37581250	38581250
chr2	37781250	38781250
chr2	37981250	38981250
chr2	38181250	39181250
chr2	38381250	39381250
chr2	38581250	39581250
chr2	38781250	39781250
chr2	38981250	39981250
chr2	39181250	40181250
chr2	39381250	40381250
chr2	39581250	40581250
chr2	39781250	40781250
chr2	39981250	40981250
chr2	40181250	41181250
chr2	40381250	41381250
chr2	40581250	41581250
chr2	40781250	41781250
chr2	40981250	41981250
chr2	41181250	42181250
chr2	41381250	42381250
chr2	41581250	42581250
chr2	41781250	42781250
chr2	41981250	42981250
chr2	42181250	43181250
chr2	42381250	43381250
chr2	42581250	43581250
chr2	42781250	43781250
chr2	42981250	43981250
chr2	43181250	44181250
chr2	43381250	44381250
chr2	43581250	44581250
chr2	43781250	44781250
chr2	43981250	44981250
chr2	44181250	45181250
chr2	44381250	45381250
chr2	44581250	45581250
chr2	44781250	45781250
chr2	44981250	45981250
chr2	45181250	46181250
chr2	45381250	46381250
chr2	45581250	46581250
